alert_id,alert_time,user,account_type,department,office,privileged,tenure_days,days_until_departure,rule_name,new_device,new_country,geo_velocity_kmh,failed_logins_1h,hour_unusualness,mfa_method,asn_type,ip_reputation,logins_24h,logins_7d,distinct_ips_7d,bytes_out_mb,session_minutes,browser,os,user_agent_length,analyst,triage_minutes,verdict
ALR-019193,2026-06-28T16:26:04Z,sgonzales,human,Finance,Remote,0,1205,,R04_off_hours,0,0,0.0,0,0.815,totp,corporate,58.0,11,72,1,226.0,34.3,safari,macos,193,a3,25.2,false_positive
ALR-019194,2026-06-28T16:26:29Z,jhoward,human,Sales,London,0,234,,R04_off_hours,1,0,0.0,0,0.619,push,corporate,57.0,9,58,4,2.3,100.1,firefox,windows,161,a5,13.1,false_positive
ALR-019195,2026-06-28T16:41:32Z,aramirez,human,Marketing,San Francisco,0,2186,,R06_risky_ip,1,0,0.0,0,0.494,push,residential,59.0,14,105,5,35.8,20.4,chrome,windows,214,a1,16.1,false_positive
ALR-019196,2026-06-28T16:46:44Z,twashington,human,People,New York,0,2174,,R04_off_hours,0,0,0.0,0,0.85,sms,residential,57.0,17,113,1,7.3,34.7,safari,ios,120,a1,11.8,false_positive
ALR-019197,2026-06-28T16:56:45Z,cperry,human,Marketing,San Francisco,0,758,,R02_new_device,1,0,43.0,0,0.44,push,residential,53.0,9,52,4,8.6,12.3,safari,windows,230,a3,43.9,true_positive
ALR-019198,2026-06-28T17:04:30Z,jhoward,human,Sales,London,0,234,,R02_new_device,1,0,0.0,1,0.455,push,corporate,73.0,11,77,5,54.4,27.9,chrome,macos,194,a2,145.9,true_positive
ALR-019199,2026-06-28T17:22:57Z,jmurphy4,human,Engineering,New York,0,2492,7.0,R04_off_hours,0,0,0.0,0,0.737,push,hosting,57.0,8,49,1,30.8,16.0,firefox,windows,185,a4,46.9,true_positive
ALR-019200,2026-06-28T17:23:05Z,mlewis,human,Finance,Remote,0,2896,,R01_impossible_travel,0,0,1996.0,1,0.07,totp,corporate,93.0,12,83,2,31.9,32.5,chrome,macos,207,a3,5.8,false_positive
ALR-019201,2026-06-28T17:25:44Z,ejackson,human,Engineering,Remote,0,1095,,R02_new_device,1,0,0.0,0,0.066,push,hosting,38.0,12,75,5,27.3,13.4,chrome,windows,133,a4,10.5,false_positive
ALR-019202,2026-06-28T17:38:33Z,jwhite4,human,Finance,San Francisco,0,748,,R06_risky_ip,0,0,0.0,1,0.333,push,residential,62.0,11,71,1,8.7,47.6,chrome,ios,147,a3,5.8,false_positive
ALR-019203,2026-06-28T17:52:15Z,apatel,human,Finance,New York,0,2726,,R03_failed_login_burst,0,0,0.0,12,0.448,sms,residential,93.0,8,47,3,19.7,69.5,safari,windows,172,a2,10.8,false_positive
ALR-019204,2026-06-28T18:04:15Z,sadams,human,Marketing,New York,0,1456,,R06_risky_ip,0,0,0.0,0,0.565,push,hosting,30.0,9,51,3,25.8,20.7,safari,ios,160,a4,7.7,false_positive
ALR-019205,2026-06-28T18:11:02Z,rwashington,human,Marketing,New York,0,1627,,R01_impossible_travel,1,0,3434.0,0,0.359,push,residential,95.0,10,67,7,4.2,9.2,edge,windows,222,a1,8.4,false_positive
ALR-019206,2026-06-28T18:13:44Z,awright3,human,Engineering,New York,0,1555,,R05_new_country,0,1,0.0,0,0.22,push,residential,83.0,12,83,6,76.8,3.4,chrome,windows,221,a3,8.0,false_positive
ALR-019207,2026-06-28T18:14:33Z,ehughes,human,Operations,San Francisco,0,3020,,R03_failed_login_burst,0,0,0.0,13,0.636,push,residential,80.0,9,62,4,28.2,21.5,chrome,macos,212,a1,24.4,false_positive
ALR-019208,2026-06-28T18:30:23Z,apowell2,human,Sales,Remote,0,1786,,R01_impossible_travel,0,0,1472.0,2,0.501,sms,residential,61.0,8,55,1,11.0,85.6,chrome,windows,135,a3,10.6,false_positive
ALR-019209,2026-06-28T18:32:06Z,devans,human,Operations,San Francisco,0,221,,R05_new_country,0,1,0.0,0,0.191,totp,residential,,12,67,6,25.1,156.2,safari,android,233,a1,16.3,false_positive
ALR-019210,2026-06-28T18:32:36Z,svc_crm_export,service,Service,Datacenter,1,2241,,R06_risky_ip,0,0,0.0,1,0.222,sms,residential,,401,2483,3,43.7,108.2,chrome,windows,163,a1,4.9,false_positive
ALR-019211,2026-06-28T18:37:12Z,bbaker,human,Sales,New York,0,3061,,R06_risky_ip,0,0,0.0,1,0.303,push,hosting,37.0,8,49,1,64.1,11.4,chrome,macos,112,a4,14.2,false_positive
ALR-019212,2026-06-28T18:48:59Z,awilson,human,Engineering,San Francisco,0,729,,R04_off_hours,0,0,432.0,1,0.662,push,corporate,69.0,12,90,2,18.8,63.6,chrome,android,238,a4,19.1,false_positive
ALR-019213,2026-06-28T18:55:38Z,ldavis,human,Security,Remote,0,1745,,R03_failed_login_burst,0,0,0.0,13,0.341,push,corporate,57.0,5,34,1,16.3,6.3,chrome,windows,182,a5,15.1,false_positive
ALR-019214,2026-06-28T18:57:24Z,ljones2,human,Sales,New York,0,838,,R01_impossible_travel,0,0,1914.0,0,0.631,sms,corporate,87.0,7,51,3,21.1,33.7,chrome,windows,105,a2,10.8,false_positive
ALR-019215,2026-06-28T19:05:32Z,jadams4,human,Marketing,New York,0,194,,R06_risky_ip,0,0,0.0,0,0.362,sms,hosting,64.0,5,28,4,9.3,45.0,chrome,android,129,a1,8.8,false_positive
ALR-019216,2026-06-28T19:17:56Z,ahughes,human,Finance,New York,0,1507,,R03_failed_login_burst,0,0,0.0,12,0.652,sms,corporate,52.0,11,63,2,16.1,44.0,chrome,macos,233,a2,6.0,false_positive
ALR-019217,2026-06-28T19:26:32Z,mrussell,human,Operations,Austin,0,1126,,R01_impossible_travel,0,0,228.0,1,0.237,totp,residential,99.0,11,79,1,9.6,18.5,safari,android,200,a4,15.3,false_positive
ALR-019218,2026-06-28T19:28:06Z,snguyen,human,Sales,Austin,0,2559,,R02_new_device,1,0,0.0,0,0.293,none,residential,85.0,15,90,4,93.8,23.4,chrome,macos,162,a2,54.3,true_positive
ALR-019219,2026-06-28T19:32:15Z,scox4,human,Sales,Remote,0,1895,,R04_off_hours,0,0,145.0,0,0.761,totp,residential,50.0,8,58,3,6.9,23.2,firefox,windows,196,a1,4.8,false_positive
ALR-019220,2026-06-28T20:00:12Z,svc_etl_reporting,service,Service,Datacenter,1,101,,R04_off_hours,0,0,0.0,0,0.772,sms,corporate,100.0,415,2780,2,54.6,37.2,chrome,macos,231,a2,8.9,false_positive
ALR-019221,2026-06-28T20:01:39Z,ahill,human,Operations,San Francisco,0,2296,,R06_risky_ip,0,0,0.0,1,0.464,push,residential,,9,63,3,6.9,16.3,safari,macos,253,a3,14.4,false_positive
ALR-019222,2026-06-28T20:10:30Z,cmorris,human,Operations,London,0,2483,,R06_risky_ip,0,0,0.0,1,0.403,push,residential,56.0,11,68,3,262.1,57.6,edge,windows,91,a2,5.0,false_positive
ALR-019223,2026-06-28T20:31:59Z,cnelson2,human,Security,Remote,0,281,,R07_mfa_method_change,0,0,0.0,0,0.676,push,mobile,60.0,8,53,3,48.4,2.9,firefox,macos,152,a2,9.3,false_positive
ALR-019224,2026-06-28T20:50:11Z,rsanders,human,Marketing,San Francisco,0,1588,,R01_impossible_travel,0,0,230.0,1,0.566,push,corporate,75.0,5,29,2,23.7,4.2,safari,ios,248,a4,6.8,false_positive
ALR-019225,2026-06-28T21:19:21Z,amoore6,human,Engineering,San Francisco,0,490,,R06_risky_ip,1,0,0.0,0,0.427,totp,mobile,44.0,4,26,4,4.7,27.4,chrome,macos,160,a4,18.2,false_positive
ALR-019226,2026-06-28T22:02:26Z,svc_deploy,service,Service,Datacenter,1,112,,R05_new_country,1,1,0.0,1,0.367,push,residential,79.0,419,2785,6,16.2,10.0,chrome,macos,243,a2,16.4,true_positive
ALR-019227,2026-06-28T22:03:35Z,twashington,human,People,New York,0,2174,,R03_failed_login_burst,0,0,0.0,14,0.487,totp,residential,90.0,10,70,1,37.9,8.2,safari,windows,243,a5,13.2,false_positive
ALR-019228,2026-06-28T22:10:46Z,rbutler,human,Engineering,San Francisco,1,1538,,R04_off_hours,0,0,0.0,1,0.834,push,mobile,100.0,7,44,3,36.1,27.0,safari,windows,231,a1,10.4,false_positive
ALR-019229,2026-06-28T22:15:41Z,svc_jenkins,service,Service,Datacenter,1,2151,,R03_failed_login_burst,0,0,0.0,6,0.539,push,residential,58.0,400,2462,1,48.1,32.6,chrome,ios,115,a2,14.0,false_positive
ALR-019230,2026-06-28T22:16:55Z,jmurphy4,human,Engineering,New York,0,2492,7.0,R04_off_hours,1,0,750.0,0,0.713,push,residential,76.0,4,27,2,26.4,63.7,chrome,macos,147,a5,5.5,false_positive
ALR-019231,2026-06-28T22:26:30Z,svc_crm_export,service,Service,Datacenter,1,2241,,R01_impossible_travel,0,0,3229.0,0,0.217,push,mobile,51.0,408,2718,4,38.6,54.3,edge,windows,212,a4,11.6,false_positive
ALR-019232,2026-06-28T22:27:19Z,scampbell,human,People,Austin,1,1110,,R04_off_hours,0,0,0.0,1,0.875,sms,residential,81.0,11,65,3,28.6,9.7,chrome,macos,200,a4,7.2,false_positive
ALR-019233,2026-06-28T22:50:26Z,cmorris,human,Operations,London,0,2483,,R05_new_country,0,1,0.0,0,0.406,sms,residential,72.0,11,64,2,18.6,3.1,chrome,windows,175,a5,10.0,false_positive
ALR-019234,2026-06-28T22:54:44Z,awilson,human,Engineering,San Francisco,0,729,,R07_mfa_method_change,0,0,0.0,2,0.42,sms,corporate,52.0,5,33,1,5.1,62.5,firefox,windows,242,a4,7.5,false_positive
ALR-019235,2026-06-28T22:57:19Z,nbryant,human,Engineering,Remote,0,2989,,R06_risky_ip,0,0,0.0,1,0.128,push,hosting,43.0,5,29,2,16.8,24.1,safari,ios,210,a5,6.9,false_positive
ALR-019236,2026-06-28T23:09:45Z,jflores,human,Marketing,Austin,0,2863,,R04_off_hours,0,0,245.0,0,0.301,push,residential,64.0,8,58,3,14.7,30.1,firefox,macos,108,a4,2.0,false_positive
ALR-019237,2026-06-28T23:20:46Z,rbell,human,Engineering,New York,0,1983,,R03_failed_login_burst,1,0,0.0,10,0.423,push,residential,95.0,12,77,3,23.7,39.6,chrome,windows,190,a6,6.6,false_positive
ALR-019238,2026-06-28T23:25:15Z,jcarter6,human,Operations,London,0,2562,,R07_mfa_method_change,0,0,0.0,0,0.46,none,mobile,73.0,7,51,4,73.4,36.6,chrome,macos,123,a6,12.9,false_positive
ALR-019239,2026-06-28T23:45:31Z,ayoung4,human,Security,New York,0,1826,,R05_new_country,1,1,0.0,0,0.293,push,corporate,,7,49,3,9.6,24.2,chrome,macos,238,a5,10.1,false_positive
ALR-019240,2026-06-29T00:03:46Z,jdavis,human,Sales,Austin,0,2043,,R02_new_device,1,0,0.0,0,0.164,totp,mobile,86.0,10,61,5,12.3,102.4,firefox,macos,91,a2,15.1,false_positive
ALR-019241,2026-06-29T00:08:40Z,kmoore,human,Sales,Remote,1,739,,R06_risky_ip,0,0,0.0,0,0.01,push,residential,67.0,7,42,2,31.9,18.0,chrome,windows,126,a6,10.7,false_positive
ALR-019242,2026-06-29T00:12:18Z,ahill,human,Operations,San Francisco,0,2297,,R03_failed_login_burst,0,0,0.0,10,0.543,push,residential,74.0,7,41,2,5.8,37.1,safari,windows,126,a2,11.3,false_positive
ALR-019243,2026-06-29T00:14:37Z,jwhite,human,Marketing,San Francisco,0,930,,R01_impossible_travel,0,1,226.0,0,0.535,push,corporate,96.0,11,80,4,15.1,10.9,edge,windows,164,a5,4.3,false_positive
ALR-019244,2026-06-29T00:20:12Z,jevans,human,People,Remote,0,1261,,R06_risky_ip,0,0,0.0,0,0.015,push,hosting,47.0,8,45,3,30.3,215.8,chrome,windows,99,a2,15.4,false_positive
ALR-019245,2026-06-29T00:40:54Z,sking5,human,Engineering,Austin,0,1795,,R05_new_country,0,1,0.0,0,0.22,push,residential,,7,42,4,91.4,5.0,safari,macos,228,a2,12.2,false_positive
ALR-019246,2026-06-29T01:00:21Z,kwood,human,Finance,San Francisco,0,2568,,R02_new_device,1,0,0.0,1,0.059,push,corporate,82.0,4,23,4,2.9,6.6,safari,ios,226,a2,12.6,false_positive
ALR-019247,2026-06-29T01:11:00Z,bmiller,human,Sales,New York,0,1522,,R02_new_device,1,0,295.0,0,0.22,push,residential,85.0,14,90,3,15.9,11.8,chrome,ios,141,a2,7.9,false_positive
ALR-019248,2026-06-29T01:11:02Z,bcoleman6,human,Operations,San Francisco,0,2460,,R05_new_country,0,1,416.0,1,0.298,push,corporate,68.0,8,50,3,49.7,13.8,chrome,ios,99,a3,21.3,false_positive
ALR-019249,2026-06-29T01:12:12Z,kbailey,human,Sales,Remote,0,2092,,R04_off_hours,0,0,107.0,0,0.872,push,residential,,11,67,3,5.4,75.0,safari,ios,220,a1,8.8,false_positive
ALR-019250,2026-06-29T01:24:46Z,kcarter,human,Engineering,Austin,0,2758,,R01_impossible_travel,1,0,2662.0,0,0.367,totp,mobile,,8,46,4,7.3,14.6,chrome,macos,102,a4,23.8,false_positive
ALR-019251,2026-06-29T01:28:55Z,dbell,human,Finance,Remote,0,1160,,R02_new_device,1,0,0.0,0,0.869,push,residential,61.0,7,47,6,24.4,33.5,chrome,macos,205,a5,7.4,false_positive
ALR-019252,2026-06-29T01:33:12Z,bcarter,human,People,Austin,0,1501,,R02_new_device,1,0,0.0,0,0.225,push,corporate,80.0,9,67,3,70.2,6.8,chrome,macos,248,a4,14.7,false_positive
ALR-019253,2026-06-29T01:35:41Z,bcarter,human,People,Austin,0,1501,,R06_risky_ip,0,1,220.0,2,0.478,totp,mobile,90.0,9,54,3,25.3,17.3,chrome,macos,219,a3,9.4,false_positive
ALR-019254,2026-06-29T01:38:28Z,ralexander6,human,Finance,New York,0,2543,,R07_mfa_method_change,0,0,868.0,0,0.142,sms,residential,100.0,7,50,2,5.2,7.0,firefox,macos,106,a2,10.0,false_positive
ALR-019255,2026-06-29T01:54:45Z,mbarnes,human,Engineering,London,0,822,,R02_new_device,1,0,0.0,0,0.334,push,residential,51.0,5,30,2,11.9,16.5,chrome,macos,207,a2,19.9,false_positive
ALR-019256,2026-06-29T02:03:30Z,kmoore,human,Sales,Remote,1,739,,R07_mfa_method_change,0,0,0.0,0,0.328,sms,residential,76.0,8,56,1,11.5,62.6,firefox,macos,230,a2,6.4,false_positive
ALR-019257,2026-06-29T02:16:50Z,mkelly,human,Security,San Francisco,1,206,,R03_failed_login_burst,0,0,0.0,9,0.606,sms,hosting,7.0,12,68,5,30.8,7.2,chrome,ios,163,a2,7.4,false_positive
ALR-019258,2026-06-29T02:20:39Z,khall,human,Finance,San Francisco,0,372,,R06_risky_ip,0,0,0.0,0,0.111,push,mobile,75.0,12,83,1,33.3,4.8,chrome,macos,137,a1,13.7,false_positive
ALR-019259,2026-06-29T02:41:06Z,rmorgan,human,Sales,San Francisco,0,215,,R05_new_country,0,1,0.0,0,0.09,none,hosting,,12,81,8,7.2,29.9,chrome,windows,95,a5,14.6,false_positive
ALR-019260,2026-06-29T02:45:38Z,mgarcia,human,Sales,Remote,0,2143,,R07_mfa_method_change,0,0,0.0,2,0.305,sms,hosting,36.0,14,90,2,20.6,13.3,edge,windows,139,a1,10.9,false_positive
ALR-019261,2026-06-29T02:48:58Z,fperez,human,Sales,Austin,0,3078,,R01_impossible_travel,0,1,947.0,0,0.093,push,residential,89.0,9,60,3,11.5,36.1,chrome,macos,191,a2,11.8,false_positive
ALR-019262,2026-06-29T02:57:46Z,jharris,human,Engineering,San Francisco,0,272,,R03_failed_login_burst,1,0,0.0,12,0.276,push,corporate,31.0,12,67,4,19.1,16.0,edge,macos,210,a6,5.4,false_positive
ALR-019263,2026-06-29T03:04:09Z,jcoleman,human,Security,Austin,0,2345,,R01_impossible_travel,0,0,1071.0,0,0.545,sms,corporate,77.0,9,65,4,27.6,9.4,safari,android,100,a4,2.4,false_positive
ALR-019264,2026-06-29T03:06:41Z,kmoore,human,Sales,Remote,1,739,,R02_new_device,1,0,0.0,0,0.38,push,mobile,,7,41,3,57.2,35.7,chrome,macos,148,a1,18.0,false_positive
ALR-019265,2026-06-29T03:19:47Z,jwhite,human,Marketing,San Francisco,0,930,,R04_off_hours,0,0,0.0,0,0.722,sms,corporate,92.0,13,74,4,7.2,58.7,chrome,android,127,a3,22.0,false_positive
ALR-019266,2026-06-29T03:23:42Z,crogers,human,Marketing,San Francisco,0,2261,,R05_new_country,0,1,0.0,0,0.685,push,residential,100.0,14,79,5,31.9,18.3,safari,windows,193,a2,2.6,false_positive
ALR-019267,2026-06-29T03:24:20Z,mmorris,human,Finance,Austin,0,2841,,R03_failed_login_burst,0,0,0.0,12,0.585,push,residential,71.0,5,35,5,9.6,30.9,safari,android,201,a1,11.7,false_positive
ALR-019268,2026-06-29T03:30:28Z,phenderson,human,Engineering,San Francisco,0,1549,,R02_new_device,1,0,0.0,0,0.473,sms,residential,73.0,9,57,4,7.0,62.0,chrome,macos,223,a4,7.0,false_positive
ALR-019269,2026-06-29T03:48:49Z,kharris,human,Sales,Remote,0,3087,,R01_impossible_travel,0,0,1321.0,1,0.169,none,residential,86.0,9,59,3,64.6,12.2,safari,windows,110,a4,9.0,false_positive
ALR-019270,2026-06-29T04:10:48Z,crogers,human,Marketing,San Francisco,0,2261,,R04_off_hours,0,0,378.0,0,0.483,sms,residential,61.0,5,28,3,24.9,28.3,chrome,windows,126,a5,7.3,false_positive
ALR-019271,2026-06-29T04:35:45Z,ralexander6,human,Finance,New York,0,2543,,R04_off_hours,0,0,178.0,0,0.635,totp,residential,,10,73,2,3.7,9.5,edge,macos,107,a2,5.6,false_positive
ALR-019272,2026-06-29T04:38:29Z,jlee,human,People,Austin,0,641,,R03_failed_login_burst,0,0,0.0,12,0.111,totp,residential,73.0,9,61,3,102.6,35.3,edge,windows,187,a6,17.6,false_positive
ALR-019273,2026-06-29T04:54:56Z,jtorres,human,Sales,Remote,0,855,,R03_failed_login_burst,1,0,0.0,13,0.246,totp,corporate,61.0,11,73,2,41.5,19.0,safari,macos,171,a3,2.3,false_positive
ALR-019274,2026-06-29T05:04:17Z,jdavis,human,Sales,Austin,0,2043,,R06_risky_ip,0,0,347.0,0,0.098,push,hosting,,7,47,3,34.3,75.1,firefox,ios,95,a1,6.7,false_positive
ALR-019275,2026-06-29T05:13:44Z,mmorris,human,Finance,Austin,0,2841,,R01_impossible_travel,0,0,1631.0,1,0.069,push,corporate,56.0,10,68,2,74.8,37.9,chrome,macos,257,a3,34.3,false_positive
ALR-019276,2026-06-29T05:14:31Z,awilson,human,Engineering,San Francisco,0,730,,R04_off_hours,0,0,0.0,0,0.757,push,mobile,93.0,17,119,3,12.4,6.7,chrome,windows,206,a1,4.4,false_positive
ALR-019277,2026-06-29T05:21:24Z,svc_deploy,service,Service,Datacenter,1,113,,R04_off_hours,0,0,0.0,0,0.255,totp,mobile,54.0,370,2656,4,5.9,4.9,chrome,macos,209,a5,5.0,false_positive
ALR-019278,2026-06-29T05:24:39Z,jflores,human,Marketing,Austin,0,2864,,R01_impossible_travel,0,0,4409.0,1,0.831,sms,mobile,86.0,9,65,1,27.3,0.7,chrome,windows,156,a4,19.0,false_positive
ALR-019279,2026-06-29T05:29:15Z,khall,human,Finance,San Francisco,0,372,,R02_new_device,1,0,0.0,0,0.233,totp,residential,35.0,5,37,6,72.6,5.3,safari,macos,219,a3,12.4,false_positive
ALR-019280,2026-06-29T05:51:43Z,jstewart,human,Marketing,San Francisco,0,1517,,R05_new_country,0,1,0.0,1,0.45,push,residential,70.0,9,61,4,6.7,37.2,chrome,windows,145,a1,7.7,false_positive
ALR-019281,2026-06-29T06:03:50Z,svc_deploy,service,Service,Datacenter,1,113,,R01_impossible_travel,1,0,1080.0,0,0.364,push,corporate,72.0,417,2994,4,13.6,13.3,chrome,windows,190,a2,4.3,false_positive
ALR-019281,2026-06-29T06:03:50Z,svc_deploy,service,Service,Datacenter,1,113,,R01_impossible_travel,1,0,1080.0,0,0.364,push,corporate,72.0,417,2994,4,13.6,13.3,chrome,windows,190,a2,4.3,false_positive
ALR-019282,2026-06-29T06:32:44Z,awood3,human,Engineering,London,0,1819,,R02_new_device,1,0,0.0,1,0.031,push,residential,75.0,14,99,3,28.2,11.8,chrome,windows,204,a6,19.9,false_positive
ALR-019283,2026-06-29T06:46:01Z,jthomas,human,Sales,New York,1,2165,,R02_new_device,1,0,0.0,1,0.647,totp,corporate,48.0,9,50,5,7.5,14.7,firefox,windows,186,a1,6.5,false_positive
ALR-019284,2026-06-29T06:49:31Z,svc_deploy,service,Service,Datacenter,1,113,,R02_new_device,1,0,0.0,0,0.185,sms,residential,65.0,384,2126,3,3.2,45.2,chrome,android,254,a4,6.1,false_positive
ALR-019285,2026-06-29T07:07:16Z,mmorris,human,Finance,Austin,0,2841,,R01_impossible_travel,0,0,3022.0,0,0.304,push,residential,86.0,15,99,2,5.9,19.8,chrome,windows,257,a4,15.5,false_positive
ALR-019286,2026-06-29T07:11:42Z,smorgan5,human,Sales,San Francisco,1,2839,,R04_off_hours,0,0,0.0,2,0.876,sms,residential,63.0,5,28,2,167.8,65.6,safari,windows,188,a2,11.8,false_positive
ALR-019287,2026-06-29T07:43:02Z,ewright8,human,Engineering,London,0,1628,,R03_failed_login_burst,0,0,0.0,11,0.373,push,residential,100.0,12,79,2,3.2,40.6,chrome,ios,144,a2,8.4,false_positive
ALR-019288,2026-06-29T07:49:51Z,bwood,human,Engineering,Austin,0,932,,R03_failed_login_burst,1,0,0.0,11,0.131,push,residential,57.0,9,60,3,15.8,44.1,firefox,windows,254,a5,12.5,false_positive
ALR-019289,2026-06-29T07:52:48Z,jthomas,human,Sales,New York,1,2165,,R04_off_hours,0,0,0.0,1,0.481,push,corporate,74.0,9,50,1,12.2,11.8,chrome,ios,97,a1,10.5,false_positive
ALR-019290,2026-06-29T07:53:11Z,pross,human,Sales,Remote,0,2038,,R01_impossible_travel,0,0,3045.0,0,0.223,totp,corporate,,12,88,2,88.9,15.6,chrome,macos,129,a4,8.7,false_positive
ALR-019291,2026-06-29T07:55:13Z,ncox,human,Sales,Austin,0,2115,,R07_mfa_method_change,0,0,0.0,1,0.465,none,residential,77.0,10,58,2,21.2,108.0,edge,windows,152,a4,5.3,false_positive
ALR-019292,2026-06-29T08:01:37Z,ngreen,human,Finance,Austin,0,1701,,R02_new_device,1,0,0.0,0,0.399,totp,residential,90.0,10,64,3,32.8,36.8,safari,android,255,a5,21.4,false_positive
ALR-019293,2026-06-29T08:45:13Z,svc_etl_reporting,service,Service,Datacenter,1,102,,R03_failed_login_burst,0,0,0.0,10,0.054,push,residential,88.0,405,2508,1,34.9,29.9,chrome,macos,216,a5,24.1,false_positive
ALR-019294,2026-06-29T09:31:49Z,ralexander6,human,Finance,New York,0,2543,,R04_off_hours,0,0,0.0,0,0.829,push,mobile,37.0,3,17,3,8.3,59.6,chrome,android,177,a3,5.5,false_positive
ALR-019295,2026-06-29T09:34:56Z,groberts5,human,People,Remote,1,2730,,R02_new_device,1,1,0.0,0,0.203,push,hosting,39.0,6,40,7,17.5,147.6,firefox,windows,127,a2,26.6,true_positive
ALR-019296,2026-06-29T09:38:14Z,sallen,human,Operations,San Francisco,0,1243,,R06_risky_ip,0,0,0.0,1,0.126,push,hosting,34.0,11,70,2,17.2,69.7,chrome,windows,179,a3,9.1,false_positive
ALR-019297,2026-06-29T09:42:13Z,wjenkins,human,Engineering,Austin,0,151,,R01_impossible_travel,0,0,1890.0,0,0.328,push,residential,94.0,9,55,3,50.2,19.6,safari,android,227,a2,8.4,false_positive
ALR-019298,2026-06-29T10:04:20Z,khall,human,Finance,San Francisco,0,372,,R01_impossible_travel,1,0,4426.0,1,0.091,sms,corporate,85.0,7,46,1,46.4,38.1,firefox,macos,117,a5,6.1,false_positive
ALR-019299,2026-06-29T10:14:25Z,bparker8,human,Sales,San Francisco,1,314,,R01_impossible_travel,0,0,901.0,0,0.506,none,corporate,,12,88,1,5.7,24.7,safari,ios,213,a6,9.2,false_positive
ALR-019300,2026-06-29T10:17:25Z,dgonzales,human,Operations,London,0,1563,,R05_new_country,0,1,0.0,0,0.147,sms,mobile,58.0,8,54,3,14.1,44.7,edge,windows,147,a3,12.1,false_positive
ALR-019301,2026-06-29T10:22:05Z,arussell,human,Engineering,New York,0,994,,R05_new_country,0,1,0.0,0,0.584,push,residential,,8,55,4,21.7,30.8,chrome,macos,202,a2,7.5,false_positive
ALR-019302,2026-06-29T10:24:26Z,ahill,human,Operations,San Francisco,0,2297,,R04_off_hours,0,0,0.0,1,0.885,push,residential,50.0,12,89,2,118.6,4.5,edge,ios,109,a3,10.6,false_positive
ALR-019303,2026-06-29T10:40:35Z,rpatel,human,Sales,London,0,443,,R02_new_device,1,0,0.0,1,0.397,totp,residential,84.0,13,90,2,2.3,266.8,safari,windows,107,a1,9.6,false_positive
ALR-019304,2026-06-29T10:50:43Z,srussell,human,Engineering,San Francisco,0,300,,R01_impossible_travel,1,0,1236.0,0,0.239,sms,residential,92.0,13,84,5,21.5,52.0,chrome,macos,155,a2,22.6,false_positive
ALR-019305,2026-06-29T10:53:10Z,sadams,human,Marketing,New York,0,1457,,R04_off_hours,0,0,0.0,1,0.743,push,residential,83.0,10,61,2,69.1,16.1,edge,windows,195,a5,16.7,false_positive
ALR-019306,2026-06-29T10:57:01Z,cnelson2,human,Security,Remote,0,282,,R07_mfa_method_change,1,0,0.0,0,0.267,sms,corporate,76.0,10,72,3,63.1,61.9,chrome,windows,210,a3,32.2,false_positive
ALR-019307,2026-06-29T11:16:42Z,nmoore,human,Marketing,San Francisco,0,2746,,R04_off_hours,0,0,0.0,3,0.741,push,residential,73.0,8,53,4,35.4,23.2,edge,windows,243,a1,9.1,false_positive
ALR-019308,2026-06-29T11:19:47Z,cperez,human,People,San Francisco,0,2428,,R02_new_device,1,0,0.0,2,0.443,push,mobile,28.0,7,40,2,35.4,45.7,edge,macos,200,a1,12.6,false_positive
ALR-019309,2026-06-29T11:24:44Z,mwright,human,Sales,San Francisco,0,1680,,R02_new_device,1,1,0.0,0,0.503,sms,residential,65.0,4,23,11,3.0,25.5,edge,macos,234,a1,5.7,false_positive
ALR-019310,2026-06-29T11:25:10Z,aperry,human,Sales,San Francisco,0,931,,R01_impossible_travel,1,0,652.0,2,0.453,totp,residential,48.0,6,38,3,12.8,11.7,chrome,windows,164,a6,11.8,false_positive
ALR-019311,2026-06-29T11:27:58Z,svc_deploy,service,Service,Datacenter,1,113,,R03_failed_login_burst,0,0,0.0,11,0.58,none,residential,80.0,396,2221,3,51.2,6.3,chrome,macos,98,a3,12.2,false_positive
ALR-019312,2026-06-29T11:59:39Z,svc_billing_sync,service,Service,Datacenter,1,603,,R06_risky_ip,0,0,0.0,0,0.552,totp,hosting,34.0,430,2699,3,9.8,7.7,chrome,windows,145,a1,11.4,false_positive
ALR-019313,2026-06-29T12:05:38Z,svc_etl_reporting,service,Service,Datacenter,1,102,,R03_failed_login_burst,0,0,0.0,8,0.331,push,corporate,63.0,380,2379,1,82.3,101.5,edge,ios,104,a5,9.9,false_positive
ALR-019314,2026-06-29T12:10:49Z,awatson,human,Operations,San Francisco,0,756,,R02_new_device,1,0,0.0,0,0.305,totp,residential,82.0,9,63,1,11.8,9.5,chrome,macos,96,a1,15.2,false_positive
ALR-019315,2026-06-29T12:25:07Z,bbaker,human,Sales,New York,0,3062,,R03_failed_login_burst,1,0,313.0,11,0.202,sms,corporate,80.0,9,63,8,11.2,33.5,chrome,windows,158,a2,10.9,false_positive
ALR-019316,2026-06-29T12:29:02Z,lramirez,human,Marketing,San Francisco,0,713,,R03_failed_login_burst,0,0,0.0,16,0.28,totp,residential,80.0,13,89,2,6.1,4.3,edge,windows,245,a5,8.1,false_positive
